parent,smiles_alkyl,inchikey,inchikey_short,id,smiles_aryl,smiles,reaction_smarts
RNJKUHUGSBTCRJ-UHFFFAOYNA-N,[H]c1nc(-c2nc(C([H])([H])Br)c(C(=O)OC([H])([H])C([H])([H])[H])s2)c([H])c([H])c1[H],KXZYIWXXAGXSLK-UHFFFAOYNA-N,RNJKUHUGSBTCRJ,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,CCOC(=O)c1sc(-c2ccccn2)nc1Cc1cc(F)cc(CC(=O)OC)c1,CCOC(=O)c1sc(-c2ccccn2)nc1CBr.COC(=O)Cc1cc(F)cc(Br)c1>>CCOC(=O)c1sc(-c2ccccn2)nc1Cc1cc(F)cc(CC(=O)OC)c1
RSVXRLUSSUZVDL-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])C([H])([H])Br)c([H])c1[H],DQUFVAYCYQUZGG-UHFFFAOYNA-N,RSVXRLUSSUZVDL,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(CCOc2ccccc2CCc2ccccc2)c1,BrCCOc1ccccc1CCc1ccccc1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(CCOc2ccccc2CCc2ccccc2)c1
RXHBKEAMZCXXSJ-WYUMXYHSNA-N,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)c([H])c1[H],BSKCHFHRBUHZQB-LNNLXFCONA-N,RXHBKEAMZCXXSJ,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(CCCCCCNC(=O)OCc2ccccc2)c1,O=C(NCCCCCCBr)OCc1ccccc1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(CCCCCCNC(=O)OCc2ccccc2)c1
RZVDMCGNBFASBU-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(OC([H])([H])C([H])([H])Br)c([H])c2[H])c([H])c1[H],NPSCTYKFOZJGCG-UHFFFAOYNA-N,RZVDMCGNBFASBU,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(CCOc2ccc(OCc3ccccc3)cc2)c1,BrCCOc1ccc(OCc2ccccc2)cc1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(CCOc2ccc(OCc3ccccc3)cc2)c1
SFRDMJLPJZYEJB-UHFFFAOYNA-N,[H]c1c([H])c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c(C([H])([H])Br)c([H])c1F,LCIOENYDOPNMRC-UHFFFAOYNA-N,SFRDMJLPJZYEJB,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(Cc2cc(F)ccc2B2OC(C)(C)C(C)(C)O2)c1,CC1(C)OB(c2ccc(F)cc2CBr)OC1(C)C.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(Cc2cc(F)ccc2B2OC(C)(C)C(C)(C)O2)c1
SKRIXHSLRIIJGJ-UHFFFAOYNA-N,[H]c1c([H])c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c(C([H])([H])Br)c([H])c1Cl,YSTJYJSLFRHIHM-UHFFFAOYNA-N,SKRIXHSLRIIJGJ,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(Cc2cc(Cl)ccc2B2OC(C)(C)C(C)(C)O2)c1,CC1(C)OB(c2ccc(Cl)cc2CBr)OC1(C)C.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(Cc2cc(Cl)ccc2B2OC(C)(C)C(C)(C)O2)c1
SYNKYJKCQBVGSL-UHFFFAOYNA-N,[H]c1c([H])c([H])c(S(=O)(=O)C([H])([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])Br)c([H])c1[H],CREKBRWRYHDQDZ-UHFFFAOYNA-N,SYNKYJKCQBVGSL,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(Cc2ccccc2CS(=O)(=O)c2ccccc2)c1,O=S(=O)(Cc1ccccc1CBr)c1ccccc1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(Cc2ccccc2CS(=O)(=O)c2ccccc2)c1
UEBRMJPFPXLIMK-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])Br)c([H])c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c1F,BGMGHKPJQMUUHW-UHFFFAOYNA-N,UEBRMJPFPXLIMK,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(Cc2ccc(F)c(B3OC(C)(C)C(C)(C)O3)c2)c1,CC1(C)OB(c2cc(CBr)ccc2F)OC1(C)C.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(Cc2ccc(F)c(B3OC(C)(C)C(C)(C)O3)c2)c1
UGMXRPVWWWDPFC-UHFFFAOYNA-N,[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])Br)c4c([H])c([H])c(c1[H])c2c34,ARZCLHCBVQQMCC-UHFFFAOYNA-N,UGMXRPVWWWDPFC,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(Cc2ccc3ccc4cccc5ccc2c3c45)c1,BrCc1ccc2ccc3cccc4ccc1c2c34.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(Cc2ccc3ccc4cccc5ccc2c3c45)c1
UZUVKUZDUBHAOK-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C(Br)(C(F)(F)F)C(F)(F)F)c(OC([H])([H])[H])c1[H],JGTFPQDZCSMLRB-UHFFFAOYNA-N,UZUVKUZDUBHAOK,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(C(c2ccccc2OC)(C(F)(F)F)C(F)(F)F)c1,COc1ccccc1C(Br)(C(F)(F)F)C(F)(F)F.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(C(c2ccccc2OC)(C(F)(F)F)C(F)(F)F)c1
VFXKQEAMKNNRMI-NDKGDYFDNA-N,[H]OC(=O)C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br,FYCASDFFFLITAY-QWOVJGMINA-N,VFXKQEAMKNNRMI,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(CCOCCOCCOCCOCCC(=O)O)c1,O=C(O)CCOCCOCCOCCOCCBr.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(CCOCCOCCOCCOCCC(=O)O)c1
WDLOTPAWUBQPND-UHFFFAOYNA-N,[H]C([H])(OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br)C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],JWWYZEZHHDPDAW-UHFFFAOYNA-N,WDLOTPAWUBQPND,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(CCOCCOCCOCC(=O)OC(C)(C)C)c1,CC(C)(C)OC(=O)COCCOCCOCCBr.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(CCOCCOCCOCC(=O)OC(C)(C)C)c1
WPRMQAGAUOGBHD-HCKMINDGNA-N,[H]c1c([H])c([H])c(C(F)(F)F)c(N([H])C(=O)[C@]([H])(Br)C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],GDBZOQBFMOPURB-MYIVHCKPNA-N,WPRMQAGAUOGBHD,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc([C@@H](C(=O)Nc2ccccc2C(F)(F)F)C(C)C)c1,CC(C)[C@@H](Br)C(=O)Nc1ccccc1C(F)(F)F.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc([C@@H](C(=O)Nc2ccccc2C(F)(F)F)C(C)C)c1
WVPWFWLOIKDMAW-UHFFFAOYNA-N,[H]C([H])([H])C(OC(=O)N1[C@]2([H])C([H])([H])C(=O)[C@]([H])(Br)[C@@]1([H])C([H])([H])C([H])([H])C2([H])[H])(C([H])([H])[H])C([H])([H])[H],MERKZHMGDBMRSP-SQGPQFPENA-N,WVPWFWLOIKDMAW,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc([C@H]2C(=O)C[C@@H]3CCC[C@H]2N3C(=O)OC(C)(C)C)c1,CC(C)(C)OC(=O)N1[C@H]2CCC[C@@H]1[C@@H](Br)C(=O)C2.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc([C@H]2C(=O)C[C@@H]3CCC[C@H]2N3C(=O)OC(C)(C)C)c1
WZDDLAZXUYIVMU-HCKMINDGNA-N,[H]c1c([H])c([H])c(C(N([H])C(=O)[C@@]([H])(Br)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],HUSQYZFVKNOFRY-GECCEJMXNA-N,WZDDLAZXUYIVMU,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc([C@H](C(=O)NC(C)(C)c2ccccc2)C(C)(C)C)c1,CC(C)(NC(=O)[C@@H](Br)C(C)(C)C)c1ccccc1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc([C@H](C(=O)NC(C)(C)c2ccccc2)C(C)(C)C)c1
XJHKDSZGAWXUTB-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N2C([H])([H])C([H])([H])C([H])(C([H])([H])Br)C([H])([H])C2([H])[H])c([H])c1[H],QFECUAUBIJAKGR-UHFFFAOYNA-N,XJHKDSZGAWXUTB,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(CC2CCN(C(=O)OCc3ccccc3)CC2)c1,O=C(OCc1ccccc1)N1CCC(CBr)CC1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(CC2CCN(C(=O)OCc3ccccc3)CC2)c1
XOUOUAVGBAZRIS-UHFFFAOYNA-N,[H]c1c([H])c([C@]([H])(Br)C([H])([H])[H])c([H])c([H])c1B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1,LOFAZNYKKWZSQW-OAHLLOKONA-N,XOUOUAVGBAZRIS,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc([C@H](C)c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)c1,C[C@@H](Br)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc([C@H](C)c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)c1
XVFAVCSIJORVDO-VPQZEOPVNA-N,[H]O[C@@]([H])(N([H])C(=O)N([H])C(=O)C(Br)(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C(Cl)(Cl)Cl,AVWXCAQNRNIFOC-GECLCKRINA-N,XVFAVCSIJORVDO,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,CCC(CC)(C(=O)NC(=O)N[C@H](O)C(Cl)(Cl)Cl)c1cc(F)cc(CC(=O)OC)c1,CCC(Br)(CC)C(=O)NC(=O)N[C@H](O)C(Cl)(Cl)Cl.COC(=O)Cc1cc(F)cc(Br)c1>>CCC(CC)(C(=O)NC(=O)N[C@H](O)C(Cl)(Cl)Cl)c1cc(F)cc(CC(=O)OC)c1
YAYDJVPPMDALER-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])Br)c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c([H])c1F,NGUIHPGDTMVPNR-UHFFFAOYNA-N,YAYDJVPPMDALER,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(Cc2ccc(F)cc2B2OC(C)(C)C(C)(C)O2)c1,CC1(C)OB(c2cc(F)ccc2CBr)OC1(C)C.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(Cc2ccc(F)cc2B2OC(C)(C)C(C)(C)O2)c1
YFNAQTXYIOAWOW-UHFFFAOYNA-N,[H]n1c(C(=O)OC([H])([H])C([H])([H])[H])c(C([H])([H])[H])c(C(=O)OC([H])([H])C([H])([H])[H])c1C([H])([H])Br,WIHOBAOXKDTGPX-UHFFFAOYNA-N,YFNAQTXYIOAWOW,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,CCOC(=O)c1[nH]c(Cc2cc(F)cc(CC(=O)OC)c2)c(C(=O)OCC)c1C,CCOC(=O)c1[nH]c(CBr)c(C(=O)OCC)c1C.COC(=O)Cc1cc(F)cc(Br)c1>>CCOC(=O)c1[nH]c(Cc2cc(F)cc(CC(=O)OC)c2)c(C(=O)OCC)c1C
YVGLGHAMSGVDOZ-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])Br)c2c(c1[H])c([H])c([H])n2C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],QSOMQTWYDNYTAG-UHFFFAOYNA-N,YVGLGHAMSGVDOZ,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(Cc2cccc3ccn(C(=O)OC(C)(C)C)c23)c1,CC(C)(C)OC(=O)n1ccc2cccc(CBr)c21.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(Cc2cccc3ccn(C(=O)OC(C)(C)C)c23)c1
YXSCVZBVAAVNKV-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])Br)C2([H])[H])c([H])c1[H],RWPCRYMSGDUURN-SFHVURJKNA-N,YXSCVZBVAAVNKV,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(C[C@@H]2CCCN(C(=O)OCc3ccccc3)C2)c1,O=C(OCc1ccccc1)N1CCC[C@@H](CBr)C1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(C[C@@H]2CCCN(C(=O)OCc3ccccc3)C2)c1
ZEKBFXJTIAEUOF-UHFFFAOYNA-N,[H]c1c(C(=O)C([H])([H])Br)c([H])c(C(F)(F)F)c([H])c1C(F)(F)F,QCGXKJWRWFCMNA-UHFFFAOYNA-N,ZEKBFXJTIAEUOF,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(CC(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,O=C(CBr)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(CC(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1
ZPIIIWNFODYJJO-UHFFFAOYNA-N,[H]c1c([H])c(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(C(F)(F)F)c([H])c1C([H])([H])Br,KZECZSKWARFPLB-UHFFFAOYNA-N,ZPIIIWNFODYJJO,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(Cc2ccc(C3CCCCC3)c(C(F)(F)F)c2)c1,FC(F)(F)c1cc(CBr)ccc1C1CCCCC1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(Cc2ccc(C3CCCCC3)c(C(F)(F)F)c2)c1
ZRFKSOGBVODLEW-UHFFFAOYNA-N,[H]c1c([H])c(OC(F)(F)F)c([H])c(N2C(=O)[C@@]([H])(Br)C([H])([H])C2([H])[H])c1[H],WREPAAZFFWBIPO-QGZVFWFLNA-N,ZRFKSOGBVODLEW,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc([C@H]2CCN(c3cccc(OC(F)(F)F)c3)C2=O)c1,O=C1[C@@H](Br)CCN1c1cccc(OC(F)(F)F)c1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc([C@H]2CCN(c3cccc(OC(F)(F)F)c3)C2=O)c1
AAMRYYQQMYOAST-UHFFFAOYNA-N,[H]C([H])([H])C(OC(=O)N1C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])Br)C(F)(F)C1([H])[H])(C([H])([H])[H])C([H])([H])[H],SPIKZUJSIZLIKQ-HNNXBMFYNA-N,AAMRYYQQMYOAST,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(C[C@@H]2CCN(C(=O)OC(C)(C)C)CC2(F)F)c1,CC(C)(C)OC(=O)N1CC[C@@H](CBr)C(F)(F)C1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(C[C@@H]2CCN(C(=O)OC(C)(C)C)CC2(F)F)c1
ALQCMVLZSDVCQF-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br)c([H])c1[H],LQMXZSOENZXWMJ-UHFFFAOYNA-N,ALQCMVLZSDVCQF,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(CCOCCOCCOCc2ccccc2)c1,BrCCOCCOCCOCc1ccccc1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(CCOCCOCCOCc2ccccc2)c1
ANKJSMCUWZFYKF-UHFFFAOYNA-N,[H]C([H])([H])C(OC(=O)N1C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C([H])([H])Br)C([H])([H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H],ISOXKKRHJAFNMN-UHFFFAOYNA-N,ANKJSMCUWZFYKF,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(CCCC2CCN(C(=O)OC(C)(C)C)CC2)c1,CC(C)(C)OC(=O)N1CCC(CCCBr)CC1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(CCCC2CCN(C(=O)OC(C)(C)C)CC2)c1
AQZLLUWPHAEDTE-UHFFFAOYNA-N,[H]C([H])(Br)Oc1c(F)c(F)c(C(F)(F)F)c(F)c1F,YSZHPSUBKZTFBG-UHFFFAOYNA-N,AQZLLUWPHAEDTE,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(COc2c(F)c(F)c(C(F)(F)F)c(F)c2F)c1,Fc1c(F)c(C(F)(F)F)c(F)c(F)c1OCBr.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(COc2c(F)c(F)c(C(F)(F)F)c(F)c2F)c1
BFWKSPOSMPKTSV-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N2C([H])([H])C([H])([H])C([H])(Br)C([H])([H])C2([H])[H])c([H])c1[H],WHLWYIGSXTZOKL-UHFFFAOYNA-N,BFWKSPOSMPKTSV,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(C2CCN(C(=O)OCc3ccccc3)CC2)c1,O=C(OCc1ccccc1)N1CCC(Br)CC1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(C2CCN(C(=O)OCc3ccccc3)CC2)c1
BXQOVYZEWIPIKA-WYUMXYHSNA-N,[H]c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c(C([H])([H])Br)c([H])c2[H])c([H])c1[H],XYDRMHBKFZHBLT-LNNLXFCONA-N,BXQOVYZEWIPIKA,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(Cc2ccc(C(=O)Nc3ccccc3)cc2)c1,O=C(Nc1ccccc1)c1ccc(CBr)cc1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(Cc2ccc(C(=O)Nc3ccccc3)cc2)c1
BYGAERKSEUTLAH-UHFFFAOYNA-N,[H]C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br,RZRDRTMBQUOOBO-UHFFFAOYNA-N,BYGAERKSEUTLAH,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COCCOCCOCCOCCOCCc1cc(F)cc(CC(=O)OC)c1,COCCOCCOCCOCCOCCBr.COC(=O)Cc1cc(F)cc(Br)c1>>COCCOCCOCCOCCOCCc1cc(F)cc(CC(=O)OC)c1
CBDHLEMYIQJYII-UHFFFAOYNA-N,[H]c1c(-c2c([H])c([H])c(Cl)c(Cl)c2[H])noc1C(=O)C([H])([H])Br,PRPIOVYTJIIZFH-UHFFFAOYNA-N,CBDHLEMYIQJYII,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(CC(=O)c2cc(-c3ccc(Cl)c(Cl)c3)no2)c1,O=C(CBr)c1cc(-c2ccc(Cl)c(Cl)c2)no1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(CC(=O)c2cc(-c3ccc(Cl)c(Cl)c3)no2)c1
CBUOGMOTDGNEAW-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])Br)c([H])c([H])c1B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1,FLMJYYAZPDRPNI-UHFFFAOYNA-N,CBUOGMOTDGNEAW,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(Cc2ccc(B3OC(C)(C)C(C)(C)O3)cc2)c1,CC1(C)OB(c2ccc(CBr)cc2)OC1(C)C.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(Cc2ccc(B3OC(C)(C)C(C)(C)O3)cc2)c1
CEFLQZWMCZPLRR-UHFFFAOYNA-N,[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,YIQLFHSAHDNYAE-UHFFFAOYNA-N,CEFLQZWMCZPLRR,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,C=CCCCCCCCCCCCCCCc1cc(F)cc(CC(=O)OC)c1,C=CCCCCCCCCCCCCCCBr.COC(=O)Cc1cc(F)cc(Br)c1>>C=CCCCCCCCCCCCCCCc1cc(F)cc(CC(=O)OC)c1
CXRQMNNMAFQPMF-YHMJCDSINA-N,[H]c1c([H])c(N([H])C(=O)[C@@]([H])(Br)C([H])([H])C([H])([H])[H])c(OC([H])([H])[H])c([H])c1OC([H])([H])[H],MWXQQSCTWSRBJZ-VSKYELSCNA-N,CXRQMNNMAFQPMF,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,CC[C@@H](C(=O)Nc1ccc(OC)cc1OC)c1cc(F)cc(CC(=O)OC)c1,CC[C@H](Br)C(=O)Nc1ccc(OC)cc1OC.COC(=O)Cc1cc(F)cc(Br)c1>>CC[C@@H](C(=O)Nc1ccc(OC)cc1OC)c1cc(F)cc(CC(=O)OC)c1
DHBGFBFDCPJARX-UHFFFAOYNA-N,[H]c1c([H])c([H])c(Oc2c([H])c([H])c(OC([H])([H])C([H])([H])Br)c([H])c2[H])c([H])c1[H],CGDJFKGAWWIWKO-UHFFFAOYNA-N,DHBGFBFDCPJARX,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(CCOc2ccc(Oc3ccccc3)cc2)c1,BrCCOc1ccc(Oc2ccccc2)cc1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(CCOc2ccc(Oc3ccccc3)cc2)c1
DHJZREVFLSEFSL-WYUMXYHSNA-N,[H]c1c([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)c([H])c([H])c1C([H])([H])[H],MQCLFDFRTXBTCM-LNNLXFCONA-N,DHJZREVFLSEFSL,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(CCCCCC(=O)NCc2ccc(C)cc2)c1,Cc1ccc(CNC(=O)CCCCCBr)cc1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(CCCCCC(=O)NCc2ccc(C)cc2)c1
DHPRXNQSGKONHK-UHFFFAOYNA-N,[H]c1c([H])c([H])c(N2C(=O)[C@@]([H])(Br)C([H])([H])C2([H])[H])c(OC([H])(F)F)c1[H],BNWUBDSCGBVMSG-OAHLLOKONA-N,DHPRXNQSGKONHK,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc([C@H]2CCN(c3ccccc3OC(F)F)C2=O)c1,O=C1[C@@H](Br)CCN1c1ccccc1OC(F)F.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc([C@H]2CCN(c3ccccc3OC(F)F)C2=O)c1
DQRRGFNBYBOFHI-UHFFFAOYNA-N,[H]c1c([H])c(B2OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O2)c(C([H])([H])Br)c([H])c1F,BSLARVIUHIEFBH-UHFFFAOYNA-N,DQRRGFNBYBOFHI,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,COC(=O)Cc1cc(F)cc(Cc2cc(F)ccc2B2OCC(C)(C)CO2)c1,CC1(C)COB(c2ccc(F)cc2CBr)OC1.COC(=O)Cc1cc(F)cc(Br)c1>>COC(=O)Cc1cc(F)cc(Cc2cc(F)ccc2B2OCC(C)(C)CO2)c1
DYFVMVODIGRODW-UHFFFAOYNA-N,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,MWLPYKVLYYYEEF-UHFFFAOYNA-N,DYFVMVODIGRODW,core11,BrC1=CC(F)=CC(CC(OC)=O)=C1,CCOC(=O)CCCCCCCCCCCc1cc(F)cc(CC(=O)OC)c1,CCOC(=O)CCCCCCCCCCCBr.COC(=O)Cc1cc(F)cc(Br)c1>>CCOC(=O)CCCCCCCCCCCc1cc(F)cc(CC(=O)OC)c1
